sex,internetdailyhour,transport,vehicletype,monthlygrocerybill,frequencyoftravelingbyair,vehiclemonthlydistancekm,wastebagweeklycount,timespentonpc,carbonemission
male,20,walk/bicycle,,189,never,74,2,22,1843
male,16,public,,139,very frequently,449,3,22,2927
female,21,private,hybrid,291,never,4132,1,20,2309
male,5,walk/bicycle,,253,frequently,35,6,8,1276
female,17,private,lpg,226,frequently,9122,1,2,3542
female,18,public,,243,frequently,124,1,22,1245
female,21,public,,226,very frequently,1588,3,3,2123
female,3,private,lpg,71,frequently,1812,4,7,2070
female,2,walk/bicycle,,282,never,27,3,14,1064
female,13,public,,190,very frequently,677,2,23,2945
male,4,private,hybrid,61,very frequently,5815,2,2,3261
male,14,walk/bicycle,,164,rarely,78,1,21,1015
male,19,public,,160,rarely,407,7,2,1749
female,17,walk/bicycle,,211,very frequently,42,4,13,2311
male,22,walk/bicycle,,130,frequently,18,1,24,2451
male,8,public,,89,frequently,1105,5,22,2086
male,13,walk/bicycle,,251,very frequently,21,6,22,2752
male,3,walk/bicycle,,217,rarely,36,4,8,1457
female,0,public,,262,frequently,1271,4,21,1523
female,10,public,,244,rarely,1804,2,17,1255
male,0,private,petrol,99,never,6507,2,15,4220
female,5,public,,136,very frequently,830,1,12,2175
female,24,private,hybrid,174,very frequently,8951,7,14,5474
male,4,walk/bicycle,,293,never,62,7,14,1993
female,12,public,,74,very frequently,120,4,9,2402
male,1,private,petrol,93,frequently,2620,7,4,2865
female,5,walk/bicycle,,166,rarely,95,4,18,1587
male,22,private,hybrid,243,frequently,6615,5,5,4178
male,22,walk/bicycle,,86,never,61,3,11,1792
female,16,private,petrol,255,rarely,5009,4,21,3223
male,5,private,petrol,145,very frequently,7493,1,10,6438
female,23,private,hybrid,104,very frequently,4045,4,24,3166
female,20,walk/bicycle,,278,never,24,2,0,1284
female,16,public,,148,frequently,1328,1,19,1493
male,0,public,,216,rarely,839,5,16,2735
male,17,private,petrol,126,frequently,6014,1,22,3397
male,6,public,,63,very frequently,359,5,14,2611
female,5,public,,150,frequently,1839,2,5,1478
female,7,public,,253,very frequently,929,7,2,2917
female,16,walk/bicycle,,212,frequently,61,5,11,2442
male,16,private,diesel,79,never,9089,2,5,4144
male,2,walk/bicycle,,181,never,46,5,1,1078
female,15,public,,202,never,1814,2,22,1161
male,17,public,,189,never,333,6,3,2363
male,23,public,,253,never,1389,7,4,1926
male,14,public,,76,rarely,40,7,21,1530
female,24,walk/bicycle,,128,frequently,8,7,9,1534
female,19,walk/bicycle,,84,rarely,39,7,9,1325
male,5,public,,171,very frequently,1435,4,23,2262
male,6,public,,263,frequently,104,5,4,2213
female,17,public,,241,very frequently,1500,5,20,3141
male,7,walk/bicycle,,261,never,21,6,7,1704
male,14,walk/bicycle,,126,rarely,60,4,11,1479
female,24,private,electric,85,frequently,1018,2,17,1999
male,15,walk/bicycle,,255,frequently,49,1,8,2534
male,24,public,,217,never,370,7,21,2037
male,23,walk/bicycle,,218,never,91,3,22,1122
female,8,public,,101,very frequently,1318,2,0,1723
male,22,private,lpg,109,rarely,9953,6,18,5416
male,24,public,,282,never,1311,2,0,1685
male,16,private,lpg,232,very frequently,6415,1,9,5267
male,12,walk/bicycle,,102,frequently,20,4,20,1827
male,13,private,petrol,82,rarely,6229,3,13,3234
male,11,public,,245,never,827,7,1,1433
female,11,private,hybrid,91,frequently,4193,4,14,2263
female,14,walk/bicycle,,177,never,37,3,17,1433
male,8,walk/bicycle,,74,very frequently,96,2,12,2235
male,9,walk/bicycle,,54,frequently,7,3,23,1414
male,8,public,,285,rarely,535,5,8,2237
female,6,private,lpg,252,very frequently,135,3,9,2373
female,9,private,diesel,151,rarely,3983,4,22,2307
female,10,private,diesel,156,frequently,8328,3,12,3164
female,20,walk/bicycle,,63,never,38,2,10,692
female,6,private,lpg,209,very frequently,8163,2,2,4615
male,0,private,electric,157,never,2728,3,24,2141
female,11,private,electric,275,very frequently,3695,5,3,1894
female,21,walk/bicycle,,50,never,83,4,15,930
female,14,walk/bicycle,,209,very frequently,3,6,9,2645
female,4,walk/bicycle,,106,never,64,7,10,1364
female,8,private,hybrid,252,very frequently,7678,7,17,3708
male,8,walk/bicycle,,78,frequently,19,5,17,2336
female,20,private,hybrid,193,rarely,3252,1,20,1422
male,21,walk/bicycle,,125,frequently,60,6,20,1797
female,19,walk/bicycle,,192,very frequently,71,2,11,2118
male,23,private,petrol,115,rarely,3038,2,9,2764
male,9,walk/bicycle,,226,very frequently,26,7,20,3678
male,3,private,lpg,105,very frequently,7367,6,14,5696
male,9,public,,147,never,52,1,21,495
female,15,walk/bicycle,,152,very frequently,17,1,11,2539
male,16,private,lpg,295,very frequently,6738,4,2,6355
female,9,walk/bicycle,,184,frequently,42,5,11,1608
female,15,walk/bicycle,,224,frequently,86,3,6,1527
female,7,walk/bicycle,,269,very frequently,23,4,22,2398
female,6,walk/bicycle,,194,very frequently,44,4,23,2110
female,13,walk/bicycle,,275,rarely,68,2,2,1221
female,23,walk/bicycle,,277,rarely,62,7,8,1548
female,18,walk/bicycle,,276,frequently,14,2,9,2390
female,2,walk/bicycle,,98,rarely,18,4,11,1010
male,23,walk/bicycle,,265,never,93,5,14,1558
male,15,private,petrol,164,never,5067,1,12,2983
male,16,public,,118,rarely,1034,5,17,2007
male,20,walk/bicycle,,104,rarely,35,7,22,1212
male,23,private,diesel,247,never,6972,1,12,2632
female,16,walk/bicycle,,275,very frequently,84,5,18,2927
female,11,private,diesel,274,frequently,9351,3,11,3844
male,13,public,,145,frequently,271,7,2,1744
male,23,walk/bicycle,,295,rarely,6,5,12,3079
female,2,public,,260,very frequently,62,2,17,1983
female,14,walk/bicycle,,287,never,24,3,2,1087
female,11,private,lpg,61,frequently,9811,3,16,3898
female,21,walk/bicycle,,195,rarely,76,7,24,2225
female,18,public,,67,never,1154,6,7,880
male,22,public,,122,frequently,1645,4,20,2199
male,5,walk/bicycle,,121,never,73,6,11,1501
male,8,walk/bicycle,,294,never,21,5,24,2104
male,10,public,,243,very frequently,179,5,0,2441
male,18,private,hybrid,284,never,5618,6,3,1758
female,7,private,petrol,198,rarely,5872,3,21,3627
male,10,public,,208,very frequently,964,5,22,3640
female,5,private,electric,299,frequently,1921,2,5,1892
female,3,public,,68,rarely,1642,3,15,1443
male,18,walk/bicycle,,78,frequently,67,5,17,1951
male,0,public,,242,frequently,1828,7,14,2031
female,4,walk/bicycle,,262,rarely,17,3,7,1950
male,8,walk/bicycle,,173,never,64,2,9,824
male,3,walk/bicycle,,286,very frequently,45,2,22,1947
male,0,walk/bicycle,,94,very frequently,26,4,24,2401
female,22,private,lpg,158,frequently,4730,4,23,2210
male,1,public,,114,never,516,6,7,806
male,20,private,electric,153,frequently,9149,5,4,2260
female,1,walk/bicycle,,241,very frequently,71,3,21,2265
male,2,walk/bicycle,,223,very frequently,38,3,21,2786
female,23,private,petrol,259,rarely,3962,6,16,2799
female,11,private,petrol,181,rarely,2622,4,15,1782
male,14,public,,294,very frequently,656,1,7,2696
male,1,walk/bicycle,,142,rarely,67,1,6,1702
male,15,public,,202,never,383,4,0,1160
female,23,public,,74,rarely,1133,1,8,1201
male,7,walk/bicycle,,296,rarely,69,1,2,1490
female,18,walk/bicycle,,293,very frequently,48,3,19,2359
male,17,walk/bicycle,,293,rarely,32,1,15,1337
female,9,walk/bicycle,,255,never,45,2,6,1116
female,20,walk/bicycle,,54,rarely,88,3,24,867
male,4,walk/bicycle,,153,never,94,7,20,1970
female,12,public,,80,rarely,1102,5,18,1092
female,2,public,,83,never,412,6,24,1151
male,1,public,,289,frequently,1229,7,23,1461
female,22,private,electric,122,frequently,6933,7,6,2790
female,18,walk/bicycle,,84,very frequently,17,1,17,2314
male,1,public,,176,very frequently,335,6,14,2892
female,11,public,,268,frequently,995,5,14,2220
female,20,public,,248,very frequently,626,2,12,2380
female,24,walk/bicycle,,162,very frequently,50,1,20,1815
male,10,walk/bicycle,,199,never,11,1,15,1504
male,4,walk/bicycle,,124,never,53,6,13,1419
female,10,public,,87,never,1527,2,19,1577
female,5,walk/bicycle,,271,rarely,60,2,12,1040
female,8,walk/bicycle,,143,never,46,6,5,569
male,13,public,,77,never,185,7,1,1458
male,17,public,,125,very frequently,24,1,15,2955
male,17,private,hybrid,82,very frequently,2314,5,13,3816
male,10,public,,194,very frequently,1582,3,14,2393
male,2,private,lpg,276,rarely,9857,6,15,6233
female,9,private,petrol,228,frequently,2799,5,7,3363
male,17,public,,211,never,1006,2,8,1784
male,11,walk/bicycle,,227,frequently,56,2,15,2421
female,14,walk/bicycle,,122,never,90,5,22,1741
female,16,private,petrol,69,very frequently,9947,3,11,5557
female,24,public,,118,very frequently,1510,3,9,2354
female,8,private,petrol,154,rarely,8270,4,10,3751
male,13,walk/bicycle,,271,very frequently,97,2,9,2492
male,16,public,,216,frequently,498,1,10,2500
male,24,walk/bicycle,,226,very frequently,85,2,1,2280
male,23,public,,141,rarely,466,2,24,1091
male,5,public,,84,never,1557,1,20,1488
male,16,walk/bicycle,,288,very frequently,43,1,6,2603
female,16,private,electric,57,very frequently,5589,2,24,2056
male,11,public,,59,very frequently,98,4,5,2157
female,18,walk/bicycle,,207,frequently,82,5,0,1297
female,11,private,petrol,239,very frequently,5562,7,4,3969
female,20,public,,197,never,891,7,2,1495
male,16,walk/bicycle,,179,very frequently,40,7,4,3543
male,23,public,,207,very frequently,1941,5,19,2798
male,4,walk/bicycle,,292,never,10,3,0,1460
male,19,private,electric,210,rarely,3632,7,22,2014
female,22,public,,204,never,1488,1,20,596
female,18,walk/bicycle,,156,frequently,21,4,21,1486
female,6,private,hybrid,133,frequently,2991,1,10,1740
female,21,public,,166,never,304,2,4,1078
female,8,walk/bicycle,,191,frequently,68,3,3,1252
female,3,walk/bicycle,,126,never,99,1,2,972
female,18,private,hybrid,247,very frequently,8099,1,13,2924
female,4,private,lpg,218,rarely,2683,3,3,1656
male,22,private,hybrid,104,very frequently,6802,4,5,4154
female,0,public,,232,never,1012,4,24,1542
male,11,walk/bicycle,,219,rarely,64,5,9,1252
male,18,public,,290,frequently,54,6,21,2044
female,16,private,petrol,239,never,2336,1,20,2400
female,18,private,petrol,65,never,294,7,12,1299
male,13,public,,150,rarely,1571,7,11,904
male,15,public,,97,frequently,1076,5,11,2175
male,9,private,lpg,61,very frequently,768,4,23,2961
female,22,public,,192,frequently,1773,7,5,2876
male,12,walk/bicycle,,90,very frequently,52,1,1,3343
female,23,public,,290,rarely,1346,1,4,1192
female,12,walk/bicycle,,242,frequently,24,4,11,1246
female,17,walk/bicycle,,246,very frequently,39,3,23,2262
male,12,public,,220,rarely,909,5,0,1340
male,11,public,,242,never,1136,6,18,1143
male,14,public,,76,frequently,1016,7,8,2355
male,23,private,lpg,232,frequently,2264,6,5,3303
male,2,private,electric,118,never,4327,2,20,1193
male,15,walk/bicycle,,124,very frequently,1,7,18,3149
female,24,walk/bicycle,,160,never,6,1,12,1367
female,1,walk/bicycle,,199,never,80,4,17,1105
male,14,public,,219,frequently,38,5,18,1734
male,9,private,hybrid,102,very frequently,2976,1,0,2746
female,4,public,,65,frequently,992,1,17,1506
female,17,private,petrol,115,frequently,1807,4,1,1985
female,13,private,diesel,258,rarely,8358,6,24,3301
male,14,private,electric,203,frequently,2705,2,6,2080
male,17,private,diesel,247,very frequently,9156,1,0,4232
female,23,walk/bicycle,,61,rarely,33,2,5,1639
female,20,private,electric,268,never,6465,7,7,919
female,5,walk/bicycle,,139,never,5,3,24,554
female,11,walk/bicycle,,164,very frequently,69,5,0,2692
male,23,private,diesel,58,never,9198,4,5,3238
male,5,walk/bicycle,,283,very frequently,77,7,13,3847
male,0,private,petrol,128,very frequently,7723,4,23,5279
female,23,private,petrol,71,frequently,3227,7,16,3122
female,16,private,lpg,213,very frequently,8526,6,10,5516
female,7,private,petrol,140,frequently,7363,6,0,4480
male,9,public,,255,very frequently,1298,5,5,3765
male,9,walk/bicycle,,139,rarely,17,3,3,1454
female,17,walk/bicycle,,135,never,68,1,21,705
male,16,private,diesel,176,rarely,5794,2,6,2969
female,23,walk/bicycle,,145,frequently,24,7,1,1631
female,18,public,,94,rarely,692,7,14,1263
female,21,private,petrol,280,very frequently,1126,3,20,2803
male,0,walk/bicycle,,142,never,11,7,5,1382
female,21,public,,271,rarely,1593,7,20,1522
female,3,walk/bicycle,,141,frequently,14,2,13,1786
female,6,public,,134,rarely,1523,6,0,1644
male,4,public,,215,never,341,3,11,936
male,1,private,petrol,69,never,11,6,22,1270
male,14,private,petrol,130,frequently,1616,2,6,2143
female,20,private,diesel,207,rarely,570,5,16,1265
male,13,walk/bicycle,,257,rarely,19,5,5,1401
female,6,walk/bicycle,,234,very frequently,50,5,15,2025
female,24,walk/bicycle,,247,rarely,93,5,11,2307
female,4,walk/bicycle,,170,never,60,5,23,1820
male,3,private,hybrid,212,rarely,3160,2,9,1688
male,11,walk/bicycle,,278,very frequently,78,5,9,2708
female,15,private,diesel,141,frequently,7321,6,12,2817
female,12,public,,111,rarely,201,6,23,1765
female,2,private,hybrid,251,rarely,4273,4,17,2386
female,18,walk/bicycle,,95,never,40,5,22,1376
male,17,walk/bicycle,,182,never,28,2,13,849
female,19,private,petrol,263,rarely,5844,6,15,3866
female,11,walk/bicycle,,225,never,13,3,21,1241
male,8,private,lpg,293,very frequently,9280,2,21,5238
female,4,private,electric,105,very frequently,5917,6,6,3328
female,14,private,diesel,134,rarely,3498,1,21,1697
male,15,public,,211,very frequently,817,4,17,3379
female,18,public,,165,rarely,667,5,0,928
female,15,public,,260,rarely,727,7,6,2194
female,20,walk/bicycle,,191,frequently,77,2,5,2107
male,16,public,,82,frequently,4,7,13,3151
male,4,public,,156,very frequently,183,1,10,2304
male,6,private,hybrid,61,frequently,4023,5,16,2904
female,11,public,,175,rarely,1815,1,2,1043
male,10,walk/bicycle,,268,frequently,81,5,14,2015
female,4,public,,113,very frequently,1104,2,5,2061
female,4,walk/bicycle,,58,very frequently,93,2,18,2592
male,9,private,lpg,240,never,7657,4,2,3038
female,14,walk/bicycle,,68,frequently,53,1,13,1452
male,18,walk/bicycle,,223,never,87,5,15,1131
female,11,public,,168,very frequently,520,5,12,1671
female,12,public,,111,rarely,494,2,17,843
male,6,private,petrol,257,rarely,8406,4,4,4761
female,0,private,diesel,159,rarely,4130,4,12,2808
male,18,private,electric,218,never,4004,4,18,1674
male,5,private,electric,109,frequently,7726,3,2,2006
male,1,walk/bicycle,,236,very frequently,15,2,1,2209
male,15,public,,165,rarely,190,3,5,2157
female,5,private,petrol,231,never,9324,7,6,4456
male,6,public,,234,frequently,1047,3,23,1486
male,12,public,,166,rarely,1188,3,18,1801
female,9,private,diesel,239,very frequently,6317,2,24,4423
female,24,walk/bicycle,,288,frequently,87,5,1,1979
male,18,public,,225,frequently,383,6,5,2989
male,22,walk/bicycle,,162,frequently,9,4,15,2305
female,2,private,hybrid,101,frequently,159,3,23,2155
male,11,private,diesel,59,never,1272,5,16,1731
female,20,walk/bicycle,,226,very frequently,16,5,15,2747
male,11,private,electric,226,never,1123,2,16,1395
female,5,public,,264,frequently,1000,4,13,1932
female,9,private,hybrid,280,rarely,1444,5,12,1454
male,15,public,,205,never,1973,4,1,2073
male,20,public,,161,rarely,687,7,10,2568
female,12,walk/bicycle,,295,very frequently,71,5,0,2670
male,4,private,hybrid,195,very frequently,1702,7,9,3289
male,21,walk/bicycle,,215,very frequently,68,4,15,3331
female,1,public,,253,frequently,840,5,7,2218
male,11,walk/bicycle,,85,never,86,6,20,1545
male,16,public,,145,never,80,4,19,1241
male,22,walk/bicycle,,136,never,38,6,24,2545
female,20,private,lpg,177,rarely,6906,4,4,3046
female,20,public,,122,frequently,761,6,23,1476
male,18,public,,162,rarely,282,5,2,1104
male,21,public,,183,frequently,450,3,22,2712
male,3,public,,118,never,959,3,3,848
female,15,public,,266,very frequently,528,2,14,2820
female,4,public,,213,frequently,62,7,7,1610
female,18,private,diesel,291,very frequently,9446,3,1,4042
male,9,public,,141,very frequently,731,3,2,2276
female,3,private,diesel,254,frequently,4244,1,20,2894
male,24,walk/bicycle,,115,rarely,19,5,19,1351
female,7,public,,287,frequently,1140,6,20,2018
female,3,private,diesel,266,very frequently,2466,7,12,2631
male,5,walk/bicycle,,254,never,86,1,8,1238
female,2,private,petrol,289,never,2388,3,22,2362
female,3,public,,271,frequently,216,5,11,2448
male,16,public,,244,frequently,441,7,21,2262
female,23,public,,243,frequently,1398,1,22,1509
male,20,public,,108,rarely,564,2,7,1336
female,8,walk/bicycle,,287,frequently,82,7,21,2474
female,23,walk/bicycle,,130,very frequently,89,4,10,2545
male,23,private,lpg,139,very frequently,3400,6,10,3731
male,3,private,diesel,276,rarely,2451,7,20,2055
male,2,private,electric,112,very frequently,9197,5,24,3270
male,23,private,diesel,80,rarely,3316,6,14,2458
male,12,public,,172,never,1802,1,12,863
male,11,public,,76,never,74,5,24,1087
male,7,walk/bicycle,,113,rarely,71,6,9,1710
male,12,walk/bicycle,,129,frequently,95,5,20,3043
male,24,public,,296,never,729,6,14,2032
male,20,public,,112,frequently,1713,1,5,2668
male,12,walk/bicycle,,197,never,44,3,16,1616
female,0,walk/bicycle,,139,never,56,4,15,1042
female,15,public,,212,never,1506,4,1,1946
male,8,walk/bicycle,,293,frequently,75,3,0,2422
female,17,private,lpg,267,frequently,6807,6,11,4709
female,19,private,lpg,105,very frequently,7460,6,18,4264
female,23,private,electric,297,very frequently,5108,3,5,1975
female,0,public,,277,very frequently,1243,4,22,2151
female,12,public,,275,never,840,6,16,1319
male,24,private,lpg,293,never,1452,4,6,1619
female,7,private,diesel,69,very frequently,5013,3,9,3961
male,2,private,hybrid,53,very frequently,2392,4,10,2929
female,6,walk/bicycle,,261,rarely,70,4,24,1451
female,17,private,hybrid,102,never,3364,1,20,1037
male,19,private,petrol,159,never,6372,1,22,3737
female,1,public,,210,frequently,1212,5,0,1423
male,1,public,,153,never,958,7,4,1293
female,5,walk/bicycle,,248,very frequently,13,6,4,1890
female,1,private,hybrid,240,very frequently,4354,1,16,3766
female,23,walk/bicycle,,106,frequently,40,3,5,1390
female,16,walk/bicycle,,141,never,83,6,8,1260
female,16,public,,207,frequently,293,5,19,1886
male,16,walk/bicycle,,99,frequently,83,5,0,1440
female,21,walk/bicycle,,161,rarely,26,4,24,1542
female,0,public,,133,frequently,2000,7,19,1944
male,23,private,diesel,270,never,4242,5,17,2859
female,10,public,,63,never,784,5,5,862
male,23,private,electric,101,very frequently,1015,7,17,2506
female,18,walk/bicycle,,186,very frequently,11,5,1,1964
male,23,walk/bicycle,,226,frequently,48,5,4,2154
female,8,public,,72,rarely,971,1,13,1211
female,0,walk/bicycle,,100,frequently,0,5,15,1413
male,18,walk/bicycle,,276,never,9,3,16,1836
female,5,public,,184,never,1863,4,4,1615
female,12,walk/bicycle,,97,never,96,6,14,1556
male,11,private,lpg,194,never,5437,1,10,2608
female,17,public,,217,rarely,1759,5,7,1764
female,6,private,lpg,283,frequently,5891,2,19,2538
